0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,Travel,Travel,,US$ Millions,,IMF,71,74,79,82,87,94,101,99,104,108,101,104,99,80,71,71,71,58,59,49,56,53,51,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,39,40,41,44,45,47,48,47,49,55,57,62,78,74,57,74,43,42,43,66,63,46,..,..,..,..,..,
BELARUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Package tour.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,4747,4008,6160,6518,6924,6596,6811,7512,6323,6440,7464,7542,8427,8841,7236,6972,8340,9209,9326,9221,2810,2616,1/ Package tour.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,1/,,626,703,969,901,934,1289,1387,1436,1108,515,572,525,517,380,316,415,320,493,708,741,671,467,706,836,963,254,477,1/ Package tour.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,1/,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,28,21,15,20,5,2,1/ Package tour.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,101,142,122,138,133,247,486,527,436,500,516,675,724,860,752,748,729,948,1333,1308,997,891,1082,1170,1225,511,644,1/ Package tour.
,,Travel,Travel,,US$ Millions,,IMF,87,119,114,124,116,216,454,493,399,450,448,586,606,716,639,622,588,789,1153,1159,901,800,983,1069,1123,469,562,1/ Package tour.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,14,23,8,14,17,31,32,34,37,50,68,89,118,144,113,126,141,159,180,149,96,91,99,101,102,42,82,1/ Package tour.
BELGIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 1995-2000:  country data.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19328,21127,23721,10208,10890,1/ 1995-2000:  country data.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,5645,7548,7776,6410,7932,6570,6773,7268,8783,9327,7852,8371,8887,8775,8801,9727,9576,10803,10991,10835,13372,14628,15627,17321,7108,8593,1/ 1995-2000:  country data.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4700,5500,6400,3100,2297,1/ 1995-2000:  country data.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,10878,11270,13402,15456,16771,17891,19211,..,20813,20884,22836,22357,24507,26444,15856,16522,17835,20789,20924,13881,15522,1/ 1995-2000:  country data.
,,Travel,Travel,,US$ Millions,1/,IMF,8115,8591,7895,8311,9775,9429,9776,10185,12210,13956,14948,15574,17502,19523,19001,18862,20672,20166,22157,23820,13654,14439,15600,18442,18667,12965,14624,1/ 1995-2000:  country data.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,1102,1085,1192,1500,1823,2317,1709,..,1812,2022,2164,2191,2350,2624,2202,2083,2235,2347,2257,916,898,1/ 1995-2000:  country data.
BELIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,33,38,30,33,39,44,45,48,50,47,45,43,46,44,43,39,37,39,42,51,50,55,53,50,45,22,43,
,,Travel,Travel,,US$ Millions,,IMF,21,26,18,21,36,40,42,44,46,43,42,41,43,41,41,36,34,37,40,49,47,53,51,48,43,21,41,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,12,12,12,12,3,4,3,4,4,4,3,2,3,3,2,3,3,2,2,2,3,2,2,2,2,1,1,
BENIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,48,51,34,32,63,50,48,49,53,59,58,71,107,102,88,91,81,96,40,54,141,87,148,76,130,79,..,
,,Travel,Travel,,US$ Millions,,IMF,35,29,16,20,26,12,17,20,21,29,27,34,72,64,53,57,53,43,39,54,62,64,50,31,94,77,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,13,22,18,12,37,38,31,29,32,30,31,37,35,38,35,34,28,53,0.5,0.2,79,23,98,45,36,2,..,
BERMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2002-2005:  country data.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 2002-2005:  country data.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,140,145,141,156,161,170,181,192,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 2002-2005:  country data.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 2002-2005:  country data.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,394,453,459,407,417,326,327,322,378,363,373,369,334,342,212,233,1/ 2002-2005:  country data.
,,Travel,Travel,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,243,248,217,239,268,288,307,295,301,216,221,222,264,244,249,255,254,264,191,202,1/ 2002-2005:  country data.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,126,165,152,112,116,110,106,100,114,119,124,114,80,78,21,32,1/ 2002-2005:  country data.
BHUTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,65,34,43,58,69,67,43,44,52,63,79,67,50,18,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,22,26,64,33,41,56,67,64,42,40,51,61,78,67,50,18,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,2,2,2,3,1,4,1,2,1,..,..,..,
"BOLIVIA, PLURINATIONAL  STATE OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,249,269,285,299,253,201,222,217,304,346,386,472,526,589,518,604,775,788,837,932,965,940,997,1060,1160,432,376,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,72,87,96,98,117,116,114,114,197,232,257,360,385,381,388,421,410,502,660,953,849,960,997,1009,1072,327,393,
,,Travel,Travel,,US$ Millions,,IMF,48,54,57,60,75,77,83,80,138,164,186,273,304,281,290,313,298,361,521,808,711,818,829,866,937,276,342,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,24,33,39,38,42,39,31,34,59,68,71,87,81,100,98,108,112,141,139,145,138,142,168,143,136,51,51,
BONAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Central  Bank of the Netherlands Antilles.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Central  Bank of the Netherlands Antilles.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Central  Bank of the Netherlands Antilles.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Central  Bank of the Netherlands Antilles.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Central  Bank of the Netherlands Antilles.
,,Travel,Travel,,US$ Millions,1/,CB,..,..,..,10,8,3,2,2,3,6,5,5,6,7,7,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Central  Bank of the Netherlands Antilles.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Central  Bank of the Netherlands Antilles.
BOSNIA AND HERZEGOVINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,97,101,92,96,112,145,162,158,210,264,345,285,247,214,196,198,205,278,290,346,378,393,189,292,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,81,83,73,74,85,106,117,122,170,203,281,231,194,160,139,133,127,206,225,249,273,285,138,196,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,16,18,19,22,27,39,45,36,40,61,64,54,53,54,57,65,78,72,65,97,105,108,51,96,
BOTSWANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,153,92,104,138,155,209,215,197,235,280,283,280,282,230,232,299,316,332,262,277,256,237,253,278,295,92,79,
,,Travel,Travel,,US$ Millions,,IMF,145,78,92,126,147,198,204,184,230,276,282,277,281,229,232,298,316,331,262,276,256,237,253,278,291,89,77,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,8,14,12,12,8,11,11,13,5,4,1,3,1,0.7,0.4,0.5,0.5,1.0,0.2,1,0.4,0.1,0.3,0.3,3.7,2.8,2.4,
BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,2600,3797,4014,4171,2863,3228,2674,2338,3229,2968,3364,3886,4662,5238,4920,6457,7807,8497,8866,9617,9478,8872,10610,10628,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,3982,4988,6208,6019,3551,4548,3765,2929,2874,3752,5905,7501,10434,13269,12897,18883,24608,26008,29286,29998,20356,17068,22992,22229,21178,6490,6252,
,,Travel,Travel,,US$ Millions,,IMF,3391,4387,5419,5385,3085,3894,3199,2396,2261,2871,4720,5764,8211,10962,10898,15965,20802,22039,25028,25567,17357,14497,19002,18266,17593,5394,5250,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,591,601,789,634,466,654,566,533,613,881,1185,1737,2223,2307,1999,2918,3806,3969,4258,4431,2999,2571,3990,3963,3585,1096,1002,
BRITISH VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ The expenditure  figures are those provided by the country to UNWTO, which do not appear in  the International Monetary Fund data."
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,171,166,166,140,151,145,139,..,..,..,..,..,..,..,..,..,"1/ The expenditure  figures are those provided by the country to UNWTO, which do not appear in  the International Monetary Fund data."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,79,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure  figures are those provided by the country to UNWTO, which do not appear in  the International Monetary Fund data."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure  figures are those provided by the country to UNWTO, which do not appear in  the International Monetary Fund data."
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,Country,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure  figures are those provided by the country to UNWTO, which do not appear in  the International Monetary Fund data."
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure  figures are those provided by the country to UNWTO, which do not appear in  the International Monetary Fund data."
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure  figures are those provided by the country to UNWTO, which do not appear in  the International Monetary Fund data."
BRUNEI DARUSSALAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,456,398,469,382,374,408,430,459,477,..,..,591,624,616,459,499,504,585,613,97,13,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,
BULGARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
