0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,,Business and professional,Business and professional,Thousands,,,..,..,..,..,..,..,..,..,65,101,118,146,185,197,227,278,272,280,292,329,360,380,238,181,158,36,45,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,Total,Total,,Thousands,1/,VF,519,605,634,..,749,866,901,988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,,Air,,Thousands,,,346,370,343,..,369,382,403,456,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,,Water,Water,Thousands,,,110,172,107,..,196,201,203,322,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,,Land,Land,Thousands,,,63,63,184,..,184,283,295,210,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,Accommodation,Accommodation,Accommodation,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,,Guests,Guests,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,,Overnights,Overnights,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,Hotels and similar establishments,Hotels and similar establishments,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,,Guests,Guests,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,443,589,790,834,851,347,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,,Overnights,Overnights,Thousands,,,76,61,85,133,159,203,226,292,376,394,483,528,574,596,674,754,845,937,994,838,839,993,1315,1345,1401,540,..,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,477,393,334,473,361,324,300,295,326,316,347,246,171,196,140,50,83,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,Travel,Travel,,US$ Millions,2/,IMF,32,45,28,74,80,102,100,111,112,178,184,220,219,323,246,220,209,217,250,258,311,209,141,168,112,43,73,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,293,173,115,150,115,104,91,78,76,58,36,37,30,28,28,7,10,1/ Including  nationals residing abroad.  2/ 1995-2004: country data.
AMERICAN SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arrivals,Arrivals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Total arrivals,Total arrivals,Total arrivals,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.3,41.3,50.2,49.3,51.6,47.1,38.3,42.3,51.8,58.6,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,TF,34,35,26,36,41,44,36,..,..,..,24.5,25.3,24.1,24.3,23.5,23.1,22.6,22.6,20.8,21.6,20.3,20.1,20.0,20.2,19.2,0.9,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.2,18.7,27.6,28.5,30.0,26.8,18.2,22.3,31.6,39.4,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,,"of which, cruise passengers",Thousands,,,..,..,..,..,..,4.0,4.9,2.8,8.2,3.5,6.1,..,..,..,..,17.2,18.7,27.6,28.5,30.0,26.8,18.2,22.3,31.6,39.4,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,Arrivals by region,Arrivals by region,Arrivals by region,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Total,Total,,Thousands,,TF,..,..,..,35.4,41.5,43.9,35.9,..,..,..,24.4,25.3,..,24.3,23.5,23.1,22.6,22.6,20.8,21.6,20.3,20.1,20.0,20.2,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Africa,Africa,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Americas,Americas,Thousands,,,..,..,..,7.0,15.0,8.0,7.3,..,..,..,6.9,7.2,..,7.6,7.9,8.0,7.1,6.9,5.4,4.8,4.7,4.6,4.9,4.5,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,East Asia and the Pacific,East Asia and the Pacific,Thousands,,,..,..,..,28.0,26.0,35.0,28.1,..,..,..,16.9,17.6,..,16.1,15.2,14.6,15.0,15.2,14.9,16.3,15.1,14.9,14.5,15.1,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Europe,Europe,Thousands,,,..,..,..,0.4,0.5,0.9,0.5,..,..,..,0.4,0.4,..,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Middle East,Middle East,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,South Asia,South Asia,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Other not classified,Other not classified,Thousands,,,..,..,..,..,..,..,..,..,..,..,0.2,0.1,..,0.1,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Total,Total,,Thousands,,TF,34,34,26,36,41,44,36,..,..,..,24.5,25.3,24.1,24.3,23.5,23.1,22.6,22.6,20.8,21.6,20.3,20.1,20.0,20.2,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Personal,Personal,Thousands,,,28,29,19,29,34,34,28,..,..,..,20.1,20.7,18.9,18.9,17.1,17.2,17.2,17.1,16.6,17.5,16.3,16.6,16.8,16.6,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Business and professional,Business and professional,Thousands,,,6,5,7,7,7,10,8,..,..,..,4.4,4.6,5.2,5.3,6.4,5.9,5.4,5.5,4.2,4.1,4.0,3.5,3.2,3.5,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Total,Total,,Thousands,,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2,23.6,23.1,22.6,22.6,20.8,21.6,20.3,20.1,20.0,20.2,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,18.8,20.1,19.6,19.3,19.3,17.6,16.6,16.4,15.8,16.4,17.4,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Water,Water,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,5.4,3.5,3.5,3.3,3.3,3.2,5.0,3.9,4.3,3.6,2.8,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Land,Land,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,Accommodation,Accommodation,Accommodation,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Guests,Guests,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Overnights,Overnights,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Hotels and similar establishments,Hotels and similar establishments,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Guests,Guests,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,,Overnights,Overnights,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,US$ Millions,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Travel,Travel,,US$ Millions,1/,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,22,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: South  Pacific Tourism Organisation - Regional Tourism Resource Centre.
ANDORRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arrivals,Arrivals,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,Total arrivals,Total arrivals,Total arrivals,Thousands,,VF,..,..,..,..,9422,10991,11351,11507,11601,11668,11049,10737,10743,10194,9112,8551,7983,7900,7676,7797,7850,8025,8152,8328,8235,5207,5422,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,TF,..,..,..,..,2347,2949,3516,3387,3138,2791,2418,2227,2189,2059,1830,1808,2242,2238,2328,2363,2663,2819,3003,3042,3090,1872,1949,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,7075,8042,7835,8120,8463,8877,8631,8510,8554,8134,7282,6743,5741,5663,5348,5433,5187,5206,5149,5286,5145,3335,3473,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,,"of which, cruise passengers",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,Arrivals by region,Arrivals by region,Arrivals by region,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,Total,Total,,Thousands,,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2238,2328,2363,2663,2819,3003,3042,3090,1872,1949,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Africa,Africa,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Americas,Americas,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,East Asia and the Pacific,East Asia and the Pacific,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Europe,Europe,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2202,2283,2330,2597,2741,2922,2959,3006,1832,1902,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Middle East,Middle East,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,South Asia,South Asia,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Other not classified,Other not classified,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,45,33,67,78,81,83,84,39,47,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,Total,Total,,Thousands,1/,VF,..,..,..,..,..,..,11351,11508,11601,11669,11050,10737,10744,10194,9112,8551,7983,7900,7676,7797,7850,8025,8152,8328,8235,5207,5423,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Personal,Personal,Thousands,,,..,..,..,..,..,..,10687,10907,10975,10978,10405,10244,10288,9798,8616,7959,7896,7814,7569,7680,7678,7881,8022,8153,8046,4887,5246,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Business and professional,Business and professional,Thousands,,,..,..,..,..,..,..,664,601,626,691,645,493,456,396,496,592,87,86,107,117,173,145,130,175,189,320,176,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,Total,Total,,Thousands,1/,VF,..,..,..,..,9422,10991,11351,11507,11601,11668,11049,10737,10743,10194,9112,8551,7983,7900,7676,7797,7850,8025,8152,8328,8235,5207,5422,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Water,Water,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Land,Land,Thousands,,,..,..,..,..,9422,10991,11351,11507,11601,11668,11049,10737,10743,10194,9112,8551,7983,7900,7676,7797,7850,8025,8152,8328,8235,5207,5422,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,Accommodation,Accommodation,Accommodation,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Guests,Guests,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Overnights,Overnights,Thousands,,,..,..,..,..,6491,8628,9809,9336,7745,7322,6762,6284,6512,5900,4778,5230,6515,6636,6976,6780,8111,8301,8738,8906,8888,5796,5053,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,Hotels and similar establishments,Hotels and similar establishments,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Guests,Guests,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
,,,Overnights,Overnights,Thousands,,,..,..,..,..,..,..,..,6765,5581,5525,5199,4911,4644,4298,3522,3800,4579,4705,4882,4654,5207,5265,5608,5486,5669,3151,2779,"1/ Since May  2009 a new methodology has been applied and therefore, the information is not  comparable to previous years."
